PriceTable,ItemGroup,ItemName,ItemId,PR,ProcCode,StartMonth,EndMonth,ChargeAmt,AllowAmt,Modifier1,Modifier2,Modifier3,Modifier4,ItemKey,PriceTableKey,AcceptAssignment,StockUomAbbr,StockUomName
Medicare,,"INSERTION KIT,CATH URETH STR STRT TP FML12FRX6""(30",1034691-T12K,Purchase,A4353,1,99999,10.2720,9.7700,,,,,1190,102,True,EA,Each(es)
Medicare,,"INSERTION KIT, CATH URETH STR STRT TP FML 14FRX6""",1034692-T14K,Purchase,A4353,1,99999,10.2720,9.7700,,,,,1186,102,True,EA,Each(es)
Medicare,,"INSERTION KIT, CATH URETHRAL STR STRT TIP FML 16FR",1034693-T16K,Purchase,A4353,1,99999,10.2720,9.7700,,,,,1182,102,True,EA,Each(es)
Medicare,HME - Incontinence Products,"PAD, BLADDER CNTRL ATTENDS DISCREET MODERATE (20/B",1039118 BAG,Purchase,T4535,1,99999,0.2900,0.2900,,,,,815,102,True,BG,Bag(s)
Medicare,HME - Incontinence Products,"PAD, BLADDER CNTRL ATTENDS DISCREET MODERATE (20/B",1039118 CASE,Purchase,T4535,1,99999,0.2900,0.2900,,,,,816,102,True,CA,Case(s)
Medicare,,"CATHETER, URETH COUDE PCKT W/LUB ML 12FR (30/BX 10",1044621-M12ULC,Purchase,A4352,1,99999,9.4320,8.9700,,,,,1219,102,True,EA,Each(es)
Medicare,,"CATHETER, URETH COUDE PCKT W/LUB ML 14FR (30/BX 10",1044622-M14ULC,Purchase,A4352,1,99999,9.4320,8.9700,,,,,1213,102,True,EA,Each(es)
Medicare,,"CATHETER, URETH COUDE PCKT W/LUB ML 16FR (30/BX 10",1044623-M16ULC,Purchase,A4352,1,99999,9.4320,8.9700,,,,,1208,102,True,EA,Each(es)
Medicare,Enteral - Nutrients,1048205CASE,1048205CASE,Purchase,B4150,1,99999,0.7000,0.4500,,,,,1234,102,True,CA,Case(s)
Medicare,Enteral - Nutrients,1048205CASE,1048205CASE,Purchase,B4152,1,99999,1.6600,0.3800,,,,,1234,102,True,CA,Case(s)
Medicare,Enteral - Nutrients,1048205 EACH,1048205EACH,Purchase,B4152,1,99999,0.5700,0.3800,,,,,1233,102,True,EA,Each(es)
Medicare,Enteral - Nutrients,"TWOCAL HN, INST ARC VAN 8OZ (24/CS)",1048216 CASE,Purchase,B4152,1,99999,0.5700,0.3800,,,,,905,102,True,CA,Case(s)
Medicare,Enteral - Nutrients,"TWOCAL HN, INST ARC VAN 8OZ (24/CS)",1048216 EACH,Purchase,B4152,1,99999,0.5700,0.3800,,,,,904,102,True,EA,Each(es)
Medicare,,1048241 CASE,1048241 CASE,Purchase,B4150,1,99999,0.7000,0.4500,,,,,1073,102,True,CA,Case(s)
Medicare,,1048241 EACH,1048241 EACH,Purchase,B4150,1,99999,0.7000,0.4500,,,,,1072,102,True,EA,Each(es)
Medicare,Ambulatory Aids,Enteral Feeding / Irrigation Syringe Vesco® 10 mL,1051365 BOX,Purchase,A4322,1,99999,4.2600,4.2600,,,,,896,102,True,BX,Box(es)
Medicare,Ambulatory Aids,Enteral Feeding / Irrigation Syringe Vesco® 10 mL,1051365 CASE,Purchase,A4322,1,99999,4.2600,4.2600,,,,,897,102,True,CA,Case(s)
Medicare,Ambulatory Aids,Enteral Feeding / Irrigation Syringe Vesco® 10 mL,1051365 EACH,Purchase,A4322,1,99999,4.2600,4.2600,,,,,895,102,True,EA,Each(es)
Medicare,Bathroom Aids,"CATHETER, INTMT ML LF RTU 16"" 10FR (30/BX 10BX/CS)",1058058-ULTRA M10,Purchase,A4351,1,99999,2.2680,2.1500,,,,,1175,102,True,EA,Each(es)
Medicare,Bathroom Aids,"CATHETER, INTMT ML LF RTU 16"" 12FR (30/BX 10BX/CS)",1058059-ULTRA M12,Purchase,A4351,1,99999,2.2680,2.1500,,,,,1174,102,True,EA,Each(es)
Medicare,Bathroom Aids,"CATHETER, INTMT ML LF RTU 16"" 14FR (30/BX 10BX/CS)",1058060-Ultra M14,Purchase,A4351,1,99999,2.2680,2.1500,,,,,1172,102,True,EA,Each(es)
Medicare,Bathroom Aids,"CATHETER, INTMT ML LF RTU 16"" 16FR (30/BX 10BX/CS)",1058061-Ultra M16,Purchase,A4351,1,99999,2.2680,2.1500,,,,,1170,102,True,EA,Each(es)
Medicare,Bathroom Aids,"CATHETER, INTMT ML LF RTU 16"" 8FR (30/BX 10BX/CS)",1059898-Ultra M8,Purchase,A4351,1,99999,2.2680,2.1500,,,,,1159,102,True,EA,Each(es)
Medicare,HME - Incontinence Products,Underpad McKesson Classic 23 X 36 Inch Disposable,1061234 CASE,Purchase,A4554,1,99999,0.3360,0.2900,,,,,454,102,True,CA,Case(s)
Medicare,HME - Incontinence Products,Underpad McKesson Classic 23 X 36 Inch Disposable,1061234 PACK,Purchase,A4554,1,99999,0.3360,0.2900,,,,,453,102,True,PH,Pack(s)
Medicare,Ambulatory Aids,Lubricating Jelly McKesson 3 Gram Individual Pack,1066698 BOX,Purchase,A4332,1,99999,0.1500,0.1500,,,,,982,102,True,BX,Box(es)
Medicare,Ambulatory Aids,Lubricating Jelly McKesson 3 Gram Individual Pack,1066698 CASE,Purchase,A4332,1,99999,0.1500,0.1500,,,,,983,102,True,CA,Case(s)
Medicare,Ambulatory Aids,Lubricating Jelly McKesson 3 Gram Individual Pack,1066698 EACH,Purchase,A4332,1,99999,0.1500,0.1500,,,,,981,102,True,EA,Each(es)
Medicare,Bathroom Aids,"LUBRICATING JELLY, STR FLIP TOP TU 4OZ (12/BX 6BX/",1066700 EACH,Purchase,A4402,1,99999,2.2300,2.2300,,,,,857,102,True,EA,Each(es)
Medicare,Bathroom Aids,Urethral Catheter Cure Catheter™ Straight Tip Hydr,1067714-HP8,Purchase,A4351,1,99999,2.2680,2.1500,,,,,1200,102,True,EA,Each(es)
Medicare,Bathroom Aids,Urethral Catheter Cure Catheter™ Straight Tip Hydr,1067715-HP10,Purchase,A4351,1,99999,2.2680,2.1500,,,,,1197,102,True,EA,Each(es)
Medicare,Bathroom Aids,Urethral Catheter Cure Catheter™ Straight Tip Hydr,1067720-HP12,Purchase,A4351,1,99999,2.2680,2.1500,,,,,1198,102,True,EA,Each(es)
Medicare,Bathroom Aids,Urethral Catheter Cure Catheter™ Straight Tip Hydr,1067725-HP14,Purchase,A4351,1,99999,2.2680,2.1500,,,,,1199,102,True,EA,Each(es)
Medicare,,"CATHETER, INTERMITTENT ULTRA COUDE TIP LF 12FR (30",1077561-ULTRAM12C,Purchase,A4352,1,99999,9.4320,8.9700,,,,,1173,102,True,EA,Each(es)
Medicare,,"CATHETER, INTERMITTENT ULTRA COUDE TIP LF 14FR (30",1077562-Ultra M14C,Purchase,A4352,1,99999,9.4320,8.9700,,,,,1171,102,True,EA,Each(es)
Medicare,,"CATHETER, INTERMITTENT ULTRA COUDE TIP LF 16FR (30",1077563-Ultra M16C,Purchase,A4352,1,99999,9.4320,8.9700,,,,,1169,102,True,EA,Each(es)
Medicare,,"CATHETER, INTERMITTENT ULTRA COUDE TIP LF 18FR (30",1077564-Ultra M18C,Purchase,A4352,1,99999,9.4320,8.9700,,,,,1140,102,True,EA,Each(es)
Medicare,Bathroom Aids,"INTERMITTENT URINARY CATHETER; STRAIGHT TIP, WITH",1088544-Ultra M18,Purchase,A4351,1,99999,2.2680,2.1500,,,,,1162,102,True,EA,Each(es)
Medicare,,Intermittent Catheter Kit Cure Catheter™ Closed,1091470-CB8,Purchase,A4353,1,99999,10.2720,9.7700,,,,,1147,102,True,EA,Each(es)
Medicare,HME - Incontinence Products,Underpad Beck's Classic 24 X 36 Inch Reusable Poly,1099650 EACH,Purchase,T4537,1,99999,13.4400,13.4400,,,,,730,102,True,EA,Each(es)
Medicare,,Intermittent Catheter Kit Cure Catheter™,1105063-HM12UK,Purchase,A4353,1,99999,10.2720,9.7700,,,,,1181,102,True,EA,Each(es)
Medicare,,Intermittentent Catheter Kit Cure Catheter™ U-Shap,1105064-HM14UK,Purchase,A4353,1,99999,10.2720,9.7700,,,,,1187,102,True,EA,Each(es)
Medicare,,Urethral Catheter Kit Cure Catheter™ U-Shape,1105065-HM16UK,Purchase,A4353,1,99999,10.2720,9.7700,,,,,1193,102,True,EA,Each(es)
Medicare,Enteral - Nutrients,1105970 CASE,1105970 CASE,Purchase,B4160,1,99999,0.6000,0.6000,,,,,1106,102,True,CA,Case(s)
Medicare,Enteral - Nutrients,Pediatric Oral Supplement / Tube Feeding Formula,1105970 EACH,Purchase,B4160,1,99999,0.6000,0.6000,,,,,1105,102,True,EA,Each(es)
Medicare,,"CATHETER, INTMT ULTRA COUDE TIP LF 10FR (30EA/BX 1",1114564-Ultra10C,Purchase,A4352,1,99999,9.4320,8.9700,,,,,1165,102,True,EA,Each(es)
Medicare,HME - Incontinence Products,"UNDERPAD, BED WATERPRF PVC BCKBLU/WHT 36""X54"" (10/",1120201 CASE,Purchase,T4537,1,99999,0.2800,0.2800,,,,,806,102,True,CA,Case(s)
Medicare,HME - Incontinence Products,"UNDERPAD, BED WATERPRF PVC BCKBLU/WHT 36""X54"" (10/",1120201 EACH,Purchase,T4537,1,99999,14.0000,13.4400,,,,,805,102,True,EA,Each(es)
Medicare,HME - Incontinence Products,"UNDERWEAR, SUPER MED 32-44 (20EA/BG 4BG/CS)",1123832 BAG,Purchase,T4522,1,99999,0.5100,0.5100,,,,,743,102,True,BG,Bag(s)
Medicare,HME - Incontinence Products,"UNDERWEAR, SUPER MED 32-44 (20EA/BG 4BG/CS)",1123832 CASE,Purchase,T4522,1,99999,0.5100,0.5100,,,,,744,102,True,CA,Case(s)
Medicare,HME - Incontinence Products,UNDERWEAR SUPER LG 44-58,1123833 BAG,Purchase,T4523,1,99999,0.6800,0.6800,,,,,756,102,True,BG,Bag(s)
Medicare,HME - Incontinence Products,UNDERWEAR SUPER LG 44-58 CASE,1123833 CASE,Purchase,T4523,1,99999,0.6800,0.6800,,,,,757,102,True,CA,Case(s)
Medicare,HME - Incontinence Products,Unisex Adult Absorbent Underwear McKesson Pull On,1123834 BAG,Purchase,T4524,1,99999,0.7200,0.7200,,,,,974,102,True,BG,Bag(s)
Medicare,HME - Incontinence Products,Unisex Adult Absorbe Underwear McKesson Pull On,1123834 CASE,Purchase,T4524,1,99999,0.7200,0.7200,,,,,973,102,True,CA,Case(s)
Medicare,,Urethral Catheter Cure Catheter™ Coude Tip Hydroph,1123893-HM18C,Purchase,A4352,1,99999,9.4320,8.9700,,,,,1195,102,True,EA,Each(es)
Medicare,Enteral - Nutrients,Pediatric Oral Supplement PediaSure® Grow & Gain,1143681 EACH,Purchase,B4160,1,99999,1.3500,1.3500,,,,,842,102,True,EA,Each(es)
Medicare,HME - Incontinence Products,"DIAPER, BABY SZ1 8-14 LBS (20/BG 6BG/CS)",1144474 BAG,Purchase,T4533,1,99999,0.4000,0.4000,,,,,603,102,True,BG,Bag(s)
Medicare,HME - Incontinence Products,"DIAPER, BABY SZ1 8-14 LBS (20/BG 6BG/CS)",1144474 CASE,Purchase,T4533,1,99999,0.4000,0.4000,,,,,604,102,True,CA,Case(s)
Medicare,HME - Incontinence Products,"DIAPER, BABY SZ2 12-18 LBS (34/BG 4BG/CS)",1144475 BAG,Purchase,T4533,1,99999,0.4000,0.4000,,,,,605,102,True,BG,Bag(s)
Medicare,HME - Incontinence Products,"DIAPER, BABY SZ2 12-18 LBS (34/BG 4BG/CS)",1144475 CASE,Purchase,T4533,1,99999,0.4000,0.4000,,,,,798,102,True,CA,Case(s)
Medicare,HME - Incontinence Products,"DIAPER, BABY SZ3 16-28 LBS (28/BG 4BG/CS)",1144476 BAG,Purchase,T4533,1,99999,0.4000,0.4000,,,,,606,102,True,BG,Bag(s)
Medicare,HME - Incontinence Products,"DIAPER, BABY SZ3 16-28 LBS (28/BG 4BG/CS)",1144476 CASE,Purchase,T4533,1,99999,0.4000,0.4000,,,,,608,102,True,CA,Case(s)
Medicare,HME - Incontinence Products,"DIAPER, BABY SZ4 22-37 LBS (31/BG 4BG/CS)",1144477 BAG,Purchase,T4533,1,99999,0.4000,0.4000,,,,,609,102,True,BG,Bag(s)
Medicare,HME - Incontinence Products,"DIAPER, BABY SZ4 22-37 LBS (31/BG 4BG/CS)",1144477 CASE,Purchase,T4533,1,99999,0.4000,0.4000,,,,,610,102,True,CA,Case(s)
Medicare,HME - Incontinence Products,"DIAPER, BABY SZ5 27+LBS (27/BG 4BG/CS )",1144478 BAG,Purchase,T4533,1,99999,0.4000,0.4000,,,,,611,102,True,BG,Bag(s)
Medicare,HME - Incontinence Products,"DIAPER, BABY SZ5 27+LBS (27/BG 4BG/CS )",1144478 CASE,Purchase,T4533,1,99999,0.4000,0.4000,,,,,612,102,True,CA,Case(s)
Medicare,HME - Incontinence Products,"DIAPER, BABY SZ6 35+LBS (23/BG 4BG/CS)",1144479 BAG,Purchase,T4533,1,99999,0.4000,0.4000,,,,,613,102,True,BG,Bag(s)
Medicare,HME - Incontinence Products,"DIAPER, BABY SZ6 35+LBS (23/BG 4BG/CS)",1144479 CASE,Purchase,T4533,1,99999,0.4000,0.4000,,,,,614,102,True,CA,Case(s)
Medicare,HME - Incontinence Products,"DIAPER, BABY SZ7 41+LBS (20/BG 4BG/CS)",1144480 BAG,Purchase,T4533,1,99999,0.4000,0.4000,,,,,615,102,True,BG,Bag(s)
Medicare,HME - Incontinence Products,"DIAPER, BABY SZ7 41+LBS (20/BG 4BG/CS)",1144480 CASE,Purchase,T4533,1,99999,0.4000,0.4000,,,,,616,102,True,CA,Case(s)
Medicare,HME - Incontinence Products,Unisex Toddler Training Pants 2T-3T,1144481 BAG,Purchase,T4533,1,99999,0.4000,0.4000,,,,,760,102,True,BG,Bag(s)
Medicare,HME - Incontinence Products,Unisex Toddler Training Pants 2T-3T,1144481 CASE,Purchase,T4533,1,99999,0.4000,0.4000,,,,,761,102,True,CA,Case(s)
Medicare,HME - Incontinence Products,Unisex Toddler Training Pants 3T-4T,1144482 BAG,Purchase,T4533,1,99999,0.4000,0.4000,,,,,762,102,True,BG,Bag(s)
Medicare,HME - Incontinence Products,Unisex Toddler Training Pants 3T-4T,1144482 CASE,Purchase,T4533,1,99999,0.4000,0.4000,,,,,763,102,True,CA,Case(s)
Medicare,HME - Incontinence Products,Unisex Toddler Training Pants 4T-5T,1144483 BAG,Purchase,T4533,1,99999,0.4000,0.4000,,,,,764,102,True,BG,Bag(s)
Medicare,HME - Incontinence Products,Unisex Toddler Training Pants McKesson Pull On wit,1144483 CASE,Purchase,T4533,1,99999,0.4000,0.4000,,,,,765,102,True,CA,Case(s)
Medicare,HME - Incontinence Products,"PANTS, YOUTH COMFEES LG/XLG (13/BG 4BG/CS)",1150966 BAG,Purchase,T4521,1,99999,0.4800,0.4800,KX,,,,728,102,True,BG,Bag(s)
Medicare,HME - Incontinence Products,"PANTS, YOUTH COMFEES LG/XLG (13/BG 4BG/CS)",1150966 CASE,Purchase,A4520,1,99999,0.4800,0.4800,KX,,,,729,102,True,CA,Case(s)
Medicare,Bathroom Aids,"CATHETER, FOLEY STRT TIP SIL COATED LTX 24FR 30CC",1152081 EACH,Purchase,A4344,1,99999,22.3600,22.3600,,,,,872,102,False,EA,Each(es)
Medicare,HME - Incontinence Products,"BRIEF, TENA COMPLETE ULTRA DUOLOCK CORE MED (24/BG",1160260  BAG,Purchase,T4522,1,99999,0.5100,0.5100,,,,,870,102,True,BG,Bag(s)
Medicare,HME - Incontinence Products,"BRIEF, TENA COMPLETE ULTRA DUOLOCK CORE MED (24/BG",1160260 CASE,Purchase,T4522,1,99999,0.5100,0.5100,NU,,,,871,102,True,CA,Case(s)
Medicare,,1169664 CASE,1169664 CASE,Purchase,B4035,1,99999,11.1300,6.0500,,,,,1108,102,True,CA,Case(s)
Medicare,,1169664 EACH,1169664 EACH,Purchase,B4035,1,99999,11.1300,6.0500,,,,,1107,102,True,EA,Each(es)
Medicare,,Intermittent Closed System Catheter Cure Dextra™,1178541-DEX14,Purchase,A4353,1,99999,10.2720,9.7700,,,,,1155,102,True,EA,Each(es)
Medicare,,"CATHETER KIT, DEXTRA CURE EYELET PRE-LUB 16FR",1178542-DEX16,Purchase,A4353,1,99999,10.2720,9.7700,,,,,1157,102,True,EA,Each(es)
Medicare,,"CATHETER KIT, DEXTRA CURE EYELET PRE-LUB 12FR (90/",1178543-DEX12,Purchase,A4353,1,99999,10.2720,9.7700,,,,,1154,102,True,EA,Each(es)
Medicare,HME - Incontinence Products,"LINER, LIGHT LONG TENA (50/BG 4BG/CS)",1179008 BAG,Purchase,T4535,1,99999,0.2900,0.2900,,,,,864,102,True,EA,Each(es)
Medicare,HME - Incontinence Products,"LINER, LIGHT LONG TENA (50/BG 4BG/CS)",1179008 CASE,Purchase,T4535,1,99999,0.2900,0.2900,,,,,865,102,True,CA,Case(s)
Medicare,HME - Incontinence Products,Unisex Adult Absorbent Underwear Attends®,1184056 CASE,Purchase,T4543,1,99999,1.3800,1.3800,,,,,885,102,True,CA,Case(s)
Medicare,HME - Incontinence Products,Unisex Adult Absorbent Underwear Attends®,1184056 PACKAGE,Purchase,T4543,1,99999,1.3800,1.3800,,,,,884,102,True,PK,Package(s)
Medicare,Enteral - Nutrients,Tube Feeding Formula Twocal HN 1 Liter Bottle,1184626 CASE,Purchase,B4152,1,99999,0.5700,0.3800,,,,,922,102,True,CA,Case(s)
Medicare,Enteral - Nutrients,Tube Feeding Formula Twocal HN 1 Liter Bottle,1184626 EACH,Purchase,B4152,1,99999,0.5700,0.3800,,,,,921,102,True,EA,Each(es)
Medicare,HME - Incontinence Products,ATTENDS PADS SUPER 3X27.5,1186540 PACKAGE,Purchase,T4535,1,99999,0.2900,0.2900,,,,,752,102,True,PK,Package(s)
Medicare,HME - Incontinence Products,1198054 BAG,1198054BAG,Purchase,T4521,1,99999,0.4800,0.4800,,,,,1400,102,True,BG,Bag(s)
Medicare,HME - Incontinence Products,1198054CASE,1198054CASE,Purchase,T4521,1,99999,0.4800,0.4800,KX,,,,1401,102,True,CA,Case(s)
Medicare,HME - Incontinence Products,1198055 BAG,1198055BAG,Purchase,T4521,1,99999,0.4800,0.4800,,,,,1415,102,True,BG,Bag(s)
Medicare,HME - Incontinence Products,1198055 CASE,1198055CASE,Purchase,T4521,1,99999,0.4800,0.4800,KX,,,,1416,102,True,CA,Case(s)
Medicare,,120464CASE,120464CASE,Purchase,A4537,1,99999,12.9100,12.9100,KX,,,,1414,102,True,CA,Case(s)
Medicare,,Urinary Drain Bag Bard® Anti-Reflux Valve Sterile,120464EACH,Purchase,A4537,1,99999,12.9100,12.9100,,,,,1413,102,True,EA,Each(es)
Medicare,,1213398 CARTON,1213398CARTON,Purchase,B4035,1,99999,11.1300,6.0500,,,,,1384,102,True,CT,Carton(s)
Medicare,,1213398 CASE,1213398CASE,Purchase,B4035,1,99999,11.1300,6.0500,,,,,1385,102,True,CA,Case(s)
Medicare,,1213398 EACH,1213398EACH,Purchase,B4035,1,99999,11.1300,6.0500,,,,,1383,102,True,EA,Each(es)
Medicare,,Suction Connector Tubing Argyle® 6 Foot Length,160727 CASE,Purchase,A7002,1,99999,5.1000,4.8500,NU,,,,918,102,True,CA,Case(s)
Medicare,,Suction Connector Tubing Argyle® 6 Foot Length,160727 EACH,Purchase,A7002,1,99999,5.1000,4.8500,NU,,,,917,102,True,EA,Each(es)
Medicare,,Suction Tube Argyle™ Yankauer Style 18 Fr.,161365 CASE,Purchase,A4628,1,99999,5.3760,5.1200,NU,,,,915,102,True,CA,Case(s)
Medicare,,Suction Tube Argyle™ Yankauer Style 18 Fr. NonVent,161365 EACH,Purchase,A4628,1,99999,5.3760,5.1200,NU,,,,914,102,True,EA,Each(es)
Medicare,Bathroom Aids,Urethral Catheter Self-Cath® Straight Tip Uncoated,216836 BOX,Purchase,A4351,1,99999,2.2680,2.1500,KX,,,,880,102,True,BX,Box(es)
Medicare,Bathroom Aids,Urethral Catheter Self-Cath® Straight Tip Uncoated,216836 EACH,Purchase,A4351,1,99999,2.2680,2.1500,,,,,879,102,True,EA,Each(es)
Medicare,Wheelchair Accessories,"22"" GEL CUSHION WHEELCHAIR","22"" GEL CUSHION WC",Purchase,E2603,1,99999,191.7960,112.1800,NU,KX,,,954,102,True,EA,Each(es)
Medicare,Wheelchair Accessories,"22"" GEL CUSHION WHEELCHAIR","22"" GEL CUSHION WC",Purchase,E2603,1,99999,191.7960,182.5400,NU,KU,KX,,954,102,True,EA,Each(es)
Medicare,Wheelchair Accessories,"22"" GEL CUSHION WHEELCHAIR","22"" GEL CUSHION WC",Rental,E2603,1,99999,19.2000,11.2200,RR,KX,,,954,102,True,EA,Each(es)
Medicare,Wheelchair Accessories,"22"" GEL CUSHION WHEELCHAIR","22"" GEL CUSHION WC",Rental,E2603,1,99999,19.2000,18.2700,RR,KU,KX,,954,102,True,EA,Each(es)
Medicare,,225940 BOX,225940 BOX,Purchase,A4245,1,99999,1.4900,1.4900,,,,,1114,102,True,BX,Box(es)
Medicare,,225940 CASE,225940 CASE,Purchase,A4245,1,99999,1.4900,1.4900,,,,,1115,102,True,CA,Case(s)
Medicare,,"26"" REACHER","26"" REACHER",Purchase,E1399,1,99999,,,NU,,,,989,102,True,EA,Each(es)
Medicare,,Enteral Feeding Extension Set MIC-Key 12 Inch,268482 BOX,Purchase,B4088,1,99999,46.4160,37.5500,,,,,841,102,True,BX,Box(es)
Medicare,,Enteral Feeding Extension Set MIC-Key 12 Inch,268482 EACH,Purchase,B4088,1,99999,46.4160,37.5500,,,,,840,102,True,EA,Each(es)
Medicare,HME - Incontinence Products,"BRIEF, PROMISE ULTR BLU LG (40/BG 2BG/CS) SCAPER",321487 BAG,Purchase,T4523,1,99999,0.6800,0.6800,,,,,745,102,True,BG,Bag(s)
Medicare,HME - Incontinence Products,"BRIEF, PROMISE ULTR BLU LG (40/BG 2BG/CS) SCAPER",321487 CASE,Purchase,T4523,1,99999,0.6800,0.6800,,,,,746,102,True,CA,Case(s)
Medicare,HME - Incontinence Products,354438 BOX,354438 BOX,Purchase,A4927,1,99999,7.9900,7.9900,NU,,,,1048,102,True,BX,Box(es)
Medicare,HME - Incontinence Products,354438 CASE,354438 CASE,Purchase,A4927,1,99999,7.9900,7.9900,NU,,,,1047,102,True,CA,Case(s)
Medicare,HME - Incontinence Products,"GLOVE, EXAM VNYL MED N/S (100/BX 10BX/CS)",354439 BOX,Purchase,A4927,1,99999,7.9900,7.9900,,,,,782,102,True,BX,Box(es)
Medicare,HME - Incontinence Products,"GLOVE, EXAM VNYL MED N/S (100/BX 10BX/CS)",354439 CASE,Purchase,A4927,1,99999,7.9900,7.9900,NU,,,,783,102,True,CA,Case(s)
Medicare,HME - Incontinence Products,"GLOVE, EXAM VNYL LG N/S (100/BX 10BX/CS)",354440 BOX,Purchase,A4927,1,99999,7.9900,7.9900,,,,,828,102,True,BX,Box(es)
Medicare,HME - Incontinence Products,"GLOVE, EXAM VNYL LG N/S (100/BX 10BX/CS)",354440 CASE,Purchase,A4927,1,99999,7.9900,7.9900,NU,,,,829,102,True,CA,Case(s)
Medicare,HME - Incontinence Products,"GLOVE, EXAM VNYL XL N/S (100/BX 10BX/CS)",354441 BOX,Purchase,A4927,1,99999,7.9900,7.9900,NU,,,,850,102,True,BX,Box(es)
Medicare,HME - Incontinence Products,"GLOVE, EXAM VNYL XL N/S (100/BX 10BX/CS)",354441 CASE,Purchase,A4927,1,99999,7.9900,7.9900,NU,,,,851,102,True,CA,Case(s)
Medicare,HME - Incontinence Products,Dignity Liners BAG,381266 BAG,Purchase,T4535,1,99999,0.2900,0.2900,,,,,628,102,True,BG,Bag(s)
Medicare,HME - Incontinence Products,DignityLinersCase,381266 Case,Purchase,T4535,1,99999,0.2900,0.2900,,,,,629,102,True,CA,Case(s)
Medicare,Bathroom Aids,Commode Chair EACH,3IN1COMMODEEA,Purchase,E0163,1,99999,117.3480,60.0600,NU,KX,,,536,102,True,EA,Each(es)
