PriceTable,ItemGroup,ItemName,ItemId,PR,ProcCode,StartMonth,EndMonth,ChargeAmt,AllowAmt,Modifier1,Modifier2,Modifier3,Modifier4,ItemKey,PriceTableKey,AcceptAssignment,StockUomAbbr,StockUomName
NY Medicaid,,1048241 CASE,1048241 CASE,Purchase,B4150,1,99999,0.5000,0.5000,,,,,1073,105,True,CA,Case(s)
NY Medicaid,,1048241 EACH,1048241 EACH,Purchase,B4150,1,99999,0.5000,0.5000,,,,,1072,105,True,EA,Each(es)
NY Medicaid,Ambulatory Aids,Enteral Feeding / Irrigation Syringe Vesco® 10 mL,1051365 BOX,Purchase,A4322,1,99999,1.0100,1.0100,,,,,896,105,True,BX,Box(es)
NY Medicaid,Ambulatory Aids,Enteral Feeding / Irrigation Syringe Vesco® 10 mL,1051365 CASE,Purchase,A4322,1,99999,1.0100,1.0100,,,,,897,105,True,CA,Case(s)
NY Medicaid,Ambulatory Aids,Enteral Feeding / Irrigation Syringe Vesco® 10 mL,1051365 EACH,Purchase,A4322,1,99999,1.0100,1.0100,,,,,895,105,True,EA,Each(es)
NY Medicaid,Bathroom Aids,"CATHETER, INTMT ML LF RTU 16"" 10FR (30/BX 10BX/CS)",1058058-ULTRA M10,Purchase,A4351,1,99999,2.2700,2.2700,,,,,1175,105,True,EA,Each(es)
NY Medicaid,Bathroom Aids,"CATHETER, INTMT ML LF RTU 16"" 12FR (30/BX 10BX/CS)",1058059-ULTRA M12,Purchase,A4351,1,99999,2.2700,2.2700,,,,,1174,105,True,EA,Each(es)
NY Medicaid,Bathroom Aids,"CATHETER, INTMT ML LF RTU 16"" 14FR (30/BX 10BX/CS)",1058060-Ultra M14,Purchase,A4351,1,99999,2.2700,2.2700,,,,,1172,105,True,EA,Each(es)
NY Medicaid,Bathroom Aids,"CATHETER, INTMT ML LF RTU 16"" 16FR (30/BX 10BX/CS)",1058061-Ultra M16,Purchase,A4351,1,99999,1.5100,1.5100,,,,,1170,105,True,EA,Each(es)
NY Medicaid,Bathroom Aids,"CATHETER, INTMT ML LF RTU 16"" 8FR (30/BX 10BX/CS)",1059898-Ultra M8,Purchase,A4351,1,99999,2.2700,2.2700,,,,,1159,105,True,EA,Each(es)
NY Medicaid,HME - Incontinence Products,Underpad McKesson Classic 23 X 36 Inch Disposable,1061234 CASE,Purchase,A4554,1,99999,0.3360,0.2900,,,,,454,105,True,CA,Case(s)
NY Medicaid,HME - Incontinence Products,Underpad McKesson Classic 23 X 36 Inch Disposable,1061234 CASE,Purchase,A4554,1,99999,0.3360,0.2900,,,,,454,105,True,CA,Case(s)
NY Medicaid,HME - Incontinence Products,Underpad McKesson Classic 23 X 36 Inch Disposable,1061234 PACK,Purchase,A4554,1,99999,0.3360,0.2900,,,,,453,105,True,PH,Pack(s)
NY Medicaid,HME - Incontinence Products,Underpad McKesson Classic 23 X 36 Inch Disposable,1061234 PACK,Purchase,A4554,1,99999,0.3360,0.2900,,,,,453,105,True,PH,Pack(s)
NY Medicaid,Ambulatory Aids,Lubricating Jelly McKesson 3 Gram Individual Pack,1066698 BOX,Purchase,A4332,1,99999,0.1400,0.1400,,,,,982,105,True,BX,Box(es)
NY Medicaid,Ambulatory Aids,Lubricating Jelly McKesson 3 Gram Individual Pack,1066698 CASE,Purchase,A4332,1,99999,0.1400,0.1400,,,,,983,105,True,CA,Case(s)
NY Medicaid,Ambulatory Aids,Lubricating Jelly McKesson 3 Gram Individual Pack,1066698 EACH,Purchase,A4332,1,99999,0.1400,0.1400,,,,,981,105,True,EA,Each(es)
NY Medicaid,Bathroom Aids,"LUBRICATING JELLY, STR FLIP TOP TU 4OZ (12/BX 6BX/",1066700 EACH,Purchase,A4402,1,99999,1.0000,0.4300,,,,,857,105,False,EA,Each(es)
NY Medicaid,Bathroom Aids,Urethral Catheter Cure Catheter™ Straight Tip Hydr,1067714-HP8,Purchase,A4351,1,99999,2.2700,2.2700,,,,,1200,105,True,EA,Each(es)
NY Medicaid,Bathroom Aids,Urethral Catheter Cure Catheter™ Straight Tip Hydr,1067715-HP10,Purchase,A4351,1,99999,2.2700,2.2700,,,,,1197,105,True,EA,Each(es)
NY Medicaid,Bathroom Aids,Urethral Catheter Cure Catheter™ Straight Tip Hydr,1067720-HP12,Purchase,A4351,1,99999,2.2700,2.2700,,,,,1198,105,True,EA,Each(es)
NY Medicaid,Bathroom Aids,Urethral Catheter Cure Catheter™ Straight Tip Hydr,1067725-HP14,Purchase,A4351,1,99999,2.2700,2.2700,,,,,1199,105,True,EA,Each(es)
NY Medicaid,,"CATHETER, INTERMITTENT ULTRA COUDE TIP LF 12FR (30",1077561-ULTRAM12C,Purchase,A4352,1,99999,9.4300,9.4300,,,,,1173,105,True,EA,Each(es)
NY Medicaid,,"CATHETER, INTERMITTENT ULTRA COUDE TIP LF 14FR (30",1077562-Ultra M14C,Purchase,A4352,1,99999,9.4300,9.4300,,,,,1171,105,True,EA,Each(es)
NY Medicaid,,"CATHETER, INTERMITTENT ULTRA COUDE TIP LF 16FR (30",1077563-Ultra M16C,Purchase,A4352,1,99999,9.4300,9.4300,,,,,1169,105,True,EA,Each(es)
NY Medicaid,,"CATHETER, INTERMITTENT ULTRA COUDE TIP LF 18FR (30",1077564-Ultra M18C,Purchase,A4352,1,99999,9.4300,9.4300,,,,,1140,105,True,EA,Each(es)
NY Medicaid,Bathroom Aids,"INTERMITTENT URINARY CATHETER; STRAIGHT TIP, WITH",1088544-Ultra M18,Purchase,A4351,1,99999,2.2700,2.2700,,,,,1162,105,True,EA,Each(es)
NY Medicaid,,Intermittent Catheter Kit Cure Catheter™ Closed,1091470-CB8,Purchase,A4353,1,99999,10.2700,10.2700,,,,,1147,105,True,EA,Each(es)
NY Medicaid,HME - Incontinence Products,Underpad Beck's Classic 24 X 36 Inch Reusable Poly,1099650 EACH,Purchase,T4537,1,99999,13.5700,13.5700,,,,,730,105,True,EA,Each(es)
NY Medicaid,,Intermittent Catheter Kit Cure Catheter™,1105063-HM12UK,Purchase,A4353,1,99999,10.2700,10.2700,,,,,1181,105,True,EA,Each(es)
NY Medicaid,,Intermittentent Catheter Kit Cure Catheter™ U-Shap,1105064-HM14UK,Purchase,A4353,1,99999,10.2700,10.2700,,,,,1187,105,True,EA,Each(es)
NY Medicaid,,Urethral Catheter Kit Cure Catheter™ U-Shape,1105065-HM16UK,Purchase,A4353,1,99999,10.2700,10.2700,,,,,1193,105,True,EA,Each(es)
NY Medicaid,Enteral - Nutrients,1105970 CASE,1105970 CASE,Purchase,B4160,1,99999,2.5000,1.3500,NU,,,,1106,105,True,CA,Case(s)
NY Medicaid,Enteral - Nutrients,Pediatric Oral Supplement / Tube Feeding Formula,1105970 EACH,Purchase,B4160,1,99999,2.5000,1.3500,NU,,,,1105,105,True,EA,Each(es)
NY Medicaid,,"CATHETER, INTMT ULTRA COUDE TIP LF 10FR (30EA/BX 1",1114564-Ultra10C,Purchase,A4352,1,99999,9.4300,9.4300,,,,,1165,105,True,EA,Each(es)
NY Medicaid,HME - Incontinence Products,"UNDERPAD, BED WATERPRF PVC BCKBLU/WHT 36""X54"" (10/",1120201 CASE,Purchase,T4537,1,99999,14.0000,13.5700,,,,,806,105,True,CA,Case(s)
NY Medicaid,HME - Incontinence Products,"UNDERPAD, BED WATERPRF PVC BCKBLU/WHT 36""X54"" (10/",1120201 EACH,Purchase,T4537,1,99999,14.0000,13.5700,,,,,805,105,True,EA,Each(es)
NY Medicaid,HME - Incontinence Products,"UNDERWEAR, SUPER MED 32-44 (20EA/BG 4BG/CS)",1123832 BAG,Purchase,T4522,1,99999,0.5200,0.5200,,,,,743,105,True,BG,Bag(s)
NY Medicaid,HME - Incontinence Products,"UNDERWEAR, SUPER MED 32-44 (20EA/BG 4BG/CS)",1123832 CASE,Purchase,T4522,1,99999,0.5300,0.5200,,,,,744,105,True,CA,Case(s)
NY Medicaid,HME - Incontinence Products,UNDERWEAR SUPER LG 44-58,1123833 BAG,Purchase,T4523,1,99999,0.6900,0.6900,,,,,756,105,True,BG,Bag(s)
NY Medicaid,HME - Incontinence Products,UNDERWEAR SUPER LG 44-58 CASE,1123833 CASE,Purchase,T4523,1,99999,0.6900,0.6900,,,,,757,105,True,CA,Case(s)
NY Medicaid,HME - Incontinence Products,Unisex Adult Absorbent Underwear McKesson Pull On,1123834 BAG,Purchase,T4524,1,99999,0.7300,0.7300,,,,,974,105,True,BG,Bag(s)
NY Medicaid,HME - Incontinence Products,Unisex Adult Absorbe Underwear McKesson Pull On,1123834 CASE,Purchase,T4524,1,99999,0.7300,0.7300,,,,,973,105,True,CA,Case(s)
NY Medicaid,,Urethral Catheter Cure Catheter™ Coude Tip Hydroph,1123893-HM18C,Purchase,A4352,1,99999,9.4300,9.4300,,,,,1195,105,True,EA,Each(es)
NY Medicaid,Enteral - Nutrients,Pediatric Oral Supplement PediaSure® Grow & Gain,1143681 CASE,Purchase,B4160,1,99999,2.5000,1.3500,NU,,,,843,105,True,CA,Case(s)
NY Medicaid,Enteral - Nutrients,Pediatric Oral Supplement PediaSure® Grow & Gain,1143681 EACH,Purchase,B4160,1,99999,2.5000,1.3500,,,,,842,105,True,EA,Each(es)
NY Medicaid,HME - Incontinence Products,"DIAPER, BABY SZ1 8-14 LBS (20/BG 6BG/CS)",1144474 BAG,Purchase,T4533,1,99999,0.4000,0.4000,,,,,603,105,True,BG,Bag(s)
NY Medicaid,HME - Incontinence Products,"DIAPER, BABY SZ1 8-14 LBS (20/BG 6BG/CS)",1144474 CASE,Purchase,T4533,1,99999,0.4000,0.4000,,,,,604,105,True,CA,Case(s)
NY Medicaid,HME - Incontinence Products,"DIAPER, BABY SZ2 12-18 LBS (34/BG 4BG/CS)",1144475 BAG,Purchase,T4533,1,99999,0.4000,0.4000,,,,,605,105,True,BG,Bag(s)
NY Medicaid,HME - Incontinence Products,"DIAPER, BABY SZ2 12-18 LBS (34/BG 4BG/CS)",1144475 CASE,Purchase,T4533,1,99999,0.4000,0.4000,,,,,798,105,True,CA,Case(s)
NY Medicaid,HME - Incontinence Products,"DIAPER, BABY SZ3 16-28 LBS (28/BG 4BG/CS)",1144476 BAG,Purchase,T4533,1,99999,0.4000,0.4000,,,,,606,105,True,BG,Bag(s)
NY Medicaid,HME - Incontinence Products,"DIAPER, BABY SZ3 16-28 LBS (28/BG 4BG/CS)",1144476 CASE,Purchase,T4533,1,99999,0.4000,0.4000,,,,,608,105,True,CA,Case(s)
NY Medicaid,HME - Incontinence Products,"DIAPER, BABY SZ4 22-37 LBS (31/BG 4BG/CS)",1144477 BAG,Purchase,T4533,1,99999,0.4000,0.4000,,,,,609,105,True,BG,Bag(s)
NY Medicaid,HME - Incontinence Products,"DIAPER, BABY SZ4 22-37 LBS (31/BG 4BG/CS)",1144477 CASE,Purchase,T4533,1,99999,0.4000,0.4000,,,,,610,105,True,CA,Case(s)
NY Medicaid,HME - Incontinence Products,"DIAPER, BABY SZ5 27+LBS (27/BG 4BG/CS )",1144478 BAG,Purchase,T4533,1,99999,0.4000,0.4000,,,,,611,105,True,BG,Bag(s)
NY Medicaid,HME - Incontinence Products,"DIAPER, BABY SZ5 27+LBS (27/BG 4BG/CS )",1144478 CASE,Purchase,T4533,1,99999,0.4000,0.4000,,,,,612,105,True,CA,Case(s)
NY Medicaid,HME - Incontinence Products,"DIAPER, BABY SZ6 35+LBS (23/BG 4BG/CS)",1144479 BAG,Purchase,T4533,1,99999,0.4000,0.4000,,,,,613,105,True,BG,Bag(s)
NY Medicaid,HME - Incontinence Products,"DIAPER, BABY SZ6 35+LBS (23/BG 4BG/CS)",1144479 CASE,Purchase,T4533,1,99999,0.4000,0.4000,,,,,614,105,True,CA,Case(s)
NY Medicaid,HME - Incontinence Products,"DIAPER, BABY SZ7 41+LBS (20/BG 4BG/CS)",1144480 BAG,Purchase,T4533,1,99999,0.4000,0.4000,,,,,615,105,True,BG,Bag(s)
NY Medicaid,HME - Incontinence Products,"DIAPER, BABY SZ7 41+LBS (20/BG 4BG/CS)",1144480 CASE,Purchase,T4533,1,99999,0.4000,0.4000,,,,,616,105,True,CA,Case(s)
NY Medicaid,HME - Incontinence Products,Unisex Toddler Training Pants 2T-3T,1144481 BAG,Purchase,T4533,1,99999,0.4000,0.4000,,,,,760,105,True,BG,Bag(s)
NY Medicaid,HME - Incontinence Products,Unisex Toddler Training Pants 2T-3T,1144481 CASE,Purchase,T4533,1,99999,0.4000,0.4000,,,,,761,105,True,CA,Case(s)
NY Medicaid,HME - Incontinence Products,Unisex Toddler Training Pants 3T-4T,1144482 BAG,Purchase,T4533,1,99999,0.4000,0.4000,,,,,762,105,True,BG,Bag(s)
NY Medicaid,HME - Incontinence Products,Unisex Toddler Training Pants 3T-4T,1144482 CASE,Purchase,T4533,1,99999,0.4000,0.4000,,,,,763,105,True,CA,Case(s)
NY Medicaid,HME - Incontinence Products,Unisex Toddler Training Pants 4T-5T,1144483 BAG,Purchase,T4533,1,99999,0.4000,0.4000,,,,,764,105,True,BG,Bag(s)
NY Medicaid,HME - Incontinence Products,Unisex Toddler Training Pants McKesson Pull On wit,1144483 CASE,Purchase,T4533,1,99999,0.4000,0.4000,,,,,765,105,True,CA,Case(s)
NY Medicaid,HME - Incontinence Products,"PANTS, YOUTH COMFEES LG/XLG (13/BG 4BG/CS)",1150966 BAG,Purchase,T4521,1,99999,0.4800,0.4800,,,,,728,105,True,BG,Bag(s)
NY Medicaid,HME - Incontinence Products,"PANTS, YOUTH COMFEES LG/XLG (13/BG 4BG/CS)",1150966 CASE,Purchase,T4521,1,99999,0.4800,0.4800,,,,,729,105,True,CA,Case(s)
NY Medicaid,Bathroom Aids,"CATHETER, FOLEY STRT TIP SIL COATED LTX 24FR 30CC",1152081 EACH,Purchase,A4344,1,99999,7.0000,6.1300,,,,,872,105,False,EA,Each(es)
NY Medicaid,HME - Incontinence Products,"BRIEF, TENA COMPLETE ULTRA DUOLOCK CORE MED (24/BG",1160260  BAG,Purchase,T4522,1,99999,0.5200,0.5200,,,,,870,105,True,BG,Bag(s)
NY Medicaid,HME - Incontinence Products,"BRIEF, TENA COMPLETE ULTRA DUOLOCK CORE MED (24/BG",1160260 CASE,Purchase,T4522,1,99999,0.5200,0.5200,NU,,,,871,105,True,CA,Case(s)
NY Medicaid,,1169664 CASE,1169664 CASE,Purchase,B4035,1,99999,5.6600,5.6600,,,,,1108,105,True,CA,Case(s)
NY Medicaid,,1169664 EACH,1169664 EACH,Purchase,B4035,1,99999,5.6600,5.6600,,,,,1107,105,True,EA,Each(es)
NY Medicaid,,Intermittent Closed System Catheter Cure Dextra™,1178541-DEX14,Purchase,A4353,1,99999,10.2700,10.2700,,,,,1155,105,True,EA,Each(es)
NY Medicaid,,"CATHETER KIT, DEXTRA CURE EYELET PRE-LUB 16FR",1178542-DEX16,Purchase,A4353,1,99999,10.2700,10.2700,,,,,1157,105,True,EA,Each(es)
NY Medicaid,,"CATHETER KIT, DEXTRA CURE EYELET PRE-LUB 12FR (90/",1178543-DEX12,Purchase,A4353,1,99999,10.2700,10.2700,,,,,1154,105,True,EA,Each(es)
NY Medicaid,HME - Incontinence Products,"LINER, LIGHT LONG TENA (50/BG 4BG/CS)",1179008 BAG,Purchase,T4535,1,99999,0.2900,0.2900,,,,,864,105,True,EA,Each(es)
NY Medicaid,HME - Incontinence Products,"LINER, LIGHT LONG TENA (50/BG 4BG/CS)",1179008 CASE,Purchase,T4535,1,99999,0.2900,0.2900,,,,,865,105,True,CA,Case(s)
NY Medicaid,HME - Incontinence Products,Unisex Adult Absorbent Underwear Attends®,1184056 CASE,Purchase,T4543,1,99999,2.0000,1.3900,,,,,885,105,False,CA,Case(s)
NY Medicaid,HME - Incontinence Products,Unisex Adult Absorbent Underwear Attends®,1184056 PACKAGE,Purchase,T4543,1,99999,1.4000,1.3900,,,,,884,105,False,PK,Package(s)
NY Medicaid,Enteral - Nutrients,Tube Feeding Formula Twocal HN 1 Liter Bottle,1184626 CASE,Purchase,B4152,1,99999,0.3900,0.3900,,,,,922,105,True,CA,Case(s)
NY Medicaid,Enteral - Nutrients,Tube Feeding Formula Twocal HN 1 Liter Bottle,1184626 EACH,Purchase,B4152,1,99999,0.3900,0.3900,,,,,921,105,True,EA,Each(es)
NY Medicaid,HME - Incontinence Products,ATTENDS PADS SUPER 3X27.5,1186540 CASE,Purchase,T4535,1,99999,0.2900,0.2900,,,,,753,105,True,CA,Case(s)
NY Medicaid,HME - Incontinence Products,ATTENDS PADS SUPER 3X27.5,1186540 PACKAGE,Purchase,T4535,1,99999,0.2900,0.2900,,,,,752,105,True,PK,Package(s)
NY Medicaid,HME - Incontinence Products,1198054 BAG,1198054BAG,Purchase,T4521,1,99999,0.4800,0.4800,,,,,1400,105,True,BG,Bag(s)
NY Medicaid,HME - Incontinence Products,1198054CASE,1198054CASE,Purchase,T4521,1,99999,0.4800,0.4800,,,,,1401,105,True,CA,Case(s)
NY Medicaid,HME - Incontinence Products,1198055 BAG,1198055BAG,Purchase,T4521,1,99999,0.4800,0.4800,,,,,1415,105,True,BG,Bag(s)
NY Medicaid,HME - Incontinence Products,1198055 CASE,1198055CASE,Purchase,T4521,1,99999,0.4800,0.4800,,,,,1416,105,True,CA,Case(s)
NY Medicaid,,120464CASE,120464CASE,Purchase,A4537,1,99999,10.2900,10.2900,,,,,1414,105,True,CA,Case(s)
NY Medicaid,,Urinary Drain Bag Bard® Anti-Reflux Valve Sterile,120464EACH,Purchase,A4537,1,99999,10.2900,10.2900,,,,,1413,105,True,EA,Each(es)
NY Medicaid,,1213398 CARTON,1213398CARTON,Purchase,B4035,1,99999,5.6600,5.6600,,,,,1384,105,True,CT,Carton(s)
NY Medicaid,,1213398 CASE,1213398CASE,Purchase,B4035,1,99999,5.6600,5.6600,,,,,1385,105,True,CA,Case(s)
NY Medicaid,,1213398 EACH,1213398EACH,Purchase,B4035,1,99999,5.6600,5.6600,,,,,1383,105,True,EA,Each(es)
NY Medicaid,,Suction Connector Tubing Argyle® 6 Foot Length,160727 CASE,Purchase,A7002,1,99999,5.1000,5.1000,,,,,918,105,True,CA,Case(s)
NY Medicaid,,Suction Connector Tubing Argyle® 6 Foot Length,160727 EACH,Purchase,A7002,1,99999,5.1000,5.1000,,,,,917,105,True,EA,Each(es)
NY Medicaid,,Suction Tube Argyle™ Yankauer Style 18 Fr.,161365 CASE,Purchase,A4628,1,99999,5.3800,5.3800,,,,,915,105,True,CA,Case(s)
NY Medicaid,,Suction Tube Argyle™ Yankauer Style 18 Fr. NonVent,161365 EACH,Purchase,A4628,1,99999,5.3800,5.3800,,,,,914,105,True,EA,Each(es)
NY Medicaid,Bathroom Aids,Urethral Catheter Self-Cath® Straight Tip Uncoated,216836 BOX,Purchase,A4351,1,99999,2.2680,2.2680,,,,,880,105,True,BX,Box(es)
NY Medicaid,Bathroom Aids,Urethral Catheter Self-Cath® Straight Tip Uncoated,216836 EACH,Purchase,A4351,1,99999,2.2680,2.2680,,,,,879,105,True,EA,Each(es)
NY Medicaid,Wheelchair Accessories,"22"" GEL CUSHION WHEELCHAIR","22"" GEL CUSHION WC",Purchase,E2603,1,99999,191.7960,120.7400,NU,,,,954,105,True,EA,Each(es)
NY Medicaid,,225940 BOX,225940 BOX,Purchase,A4245,1,99999,1.4900,1.4900,,,,,1114,105,True,BX,Box(es)
NY Medicaid,,225940 CASE,225940 CASE,Purchase,A4245,1,99999,1.4900,1.4900,,,,,1115,105,True,CA,Case(s)
NY Medicaid,,"26"" REACHER","26"" REACHER",Purchase,E1399,1,99999,,,NU,,,,989,105,True,EA,Each(es)
NY Medicaid,,Enteral Feeding Extension Set MIC-Key 12 Inch,268482 BOX,Purchase,B4088,1,99999,46.4200,46.4200,,,,,841,105,True,BX,Box(es)
NY Medicaid,,Enteral Feeding Extension Set MIC-Key 12 Inch,268482 EACH,Purchase,B4088,1,99999,46.4200,46.4200,,,,,840,105,True,EA,Each(es)
NY Medicaid,HME - Incontinence Products,"BRIEF, PROMISE ULTR BLU LG (40/BG 2BG/CS) SCAPER",321487 BAG,Purchase,T4523,1,99999,0.6900,0.6900,,,,,745,105,True,BG,Bag(s)
NY Medicaid,HME - Incontinence Products,"BRIEF, PROMISE ULTR BLU LG (40/BG 2BG/CS) SCAPER",321487 CASE,Purchase,T4523,1,99999,0.6900,0.6900,,,,,746,105,True,CA,Case(s)
NY Medicaid,HME - Incontinence Products,354438 BOX,354438 BOX,Purchase,A4927,1,99999,7.9900,4.5500,NU,,,,1048,105,True,BX,Box(es)
NY Medicaid,HME - Incontinence Products,354438 CASE,354438 CASE,Purchase,A4927,1,99999,7.9900,4.5500,NU,,,,1047,105,True,CA,Case(s)
NY Medicaid,HME - Incontinence Products,"GLOVE, EXAM VNYL MED N/S (100/BX 10BX/CS)",354439 BOX,Purchase,A4927,1,99999,7.9900,4.5500,,,,,782,105,True,BX,Box(es)
NY Medicaid,HME - Incontinence Products,"GLOVE, EXAM VNYL MED N/S (100/BX 10BX/CS)",354439 CASE,Purchase,A4927,1,99999,7.9900,4.5500,NU,,,,783,105,True,CA,Case(s)
NY Medicaid,HME - Incontinence Products,"GLOVE, EXAM VNYL LG N/S (100/BX 10BX/CS)",354440 BOX,Purchase,A4927,1,99999,7.9900,4.5500,,,,,828,105,True,BX,Box(es)
NY Medicaid,HME - Incontinence Products,"GLOVE, EXAM VNYL LG N/S (100/BX 10BX/CS)",354440 CASE,Purchase,A4927,1,99999,7.9900,4.5500,NU,,,,829,105,True,CA,Case(s)
NY Medicaid,HME - Incontinence Products,"GLOVE, EXAM VNYL XL N/S (100/BX 10BX/CS)",354441 BOX,Purchase,A4927,1,99999,7.9900,4.5500,NU,,,,850,105,True,BX,Box(es)
NY Medicaid,HME - Incontinence Products,"GLOVE, EXAM VNYL XL N/S (100/BX 10BX/CS)",354441 CASE,Purchase,A4927,1,99999,7.9900,4.5500,NU,,,,851,105,True,CA,Case(s)
NY Medicaid,HME - Incontinence Products,Dignity Liners BAG,381266 BAG,Purchase,T4535,1,99999,0.2900,0.2900,,,,,628,105,True,BG,Bag(s)
NY Medicaid,HME - Incontinence Products,DignityLinersCase,381266 Case,Purchase,T4535,1,99999,0.2900,0.2900,,,,,629,105,True,CA,Case(s)
